emotion,sentence
Other,ngửi mùi hoa sữa xong chia tay :)
Sadness,ngồi nhiều quá nhìn họ đau mắt
Anger,đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll
Enjoyment,thấy cờ rút trên tờ polime là tim rụng rời liền
Enjoyment,hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :))))))
Anger,những trường như thế cho giải tán . cấm tuyển dụng luôn .
Other,per xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè
Disgust,đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo
Disgust,"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1"
Sadness,điều hối tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢
Sadness,buồn thật ấy
Disgust,lũ người nhu nhược :)
Enjoyment,thông minh 😂
Anger,"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng"
Surprise,bên trung về mảng tuyên truyền đỉnh ghê luôn á
Sadness,e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌
Surprise,có gì đó sai sai ??
Other,em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^
Anger,dume đọc bình luận bực giùm chủ thớt :)))
Sadness,gắp đúng lúc nhưng hình như đúng lúc người ta không muốn y ai ???? đó là 1 câu chuyện buồn
Fear,t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần
Other,đợi em đủ tuổi anh chờ được không ?
Disgust,đừng cứ đổ thừa cho ngành đường sất khi có quá nhiều anh não bé .
Enjoyment,chúng ta nên làm như vậy từ lâu mới phải
Anger,đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến thức hạn hẹp vãi cậu ạ
Enjoyment,per muốn coi cái khúc vẩy xong rồi dừng lại làm sao ấy . kkkkk
Sadness,mua con lợn 50k được lì xì 40k . ok em ổn
Disgust,"mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi , nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂"
Fear,per coi phim này chắc chết luôn trong rạp
Disgust,"nó quan tâm mày thì mày đừng vội mừng là nó thích mày , nó chơi chán rồi nó bỏ thôi ."
Enjoyment,dân chơi nhìn cái biết ngay 🤣🤣
Disgust,phá làng phá xóm
Sadness,t nhận ra mình đã sai
Sadness,30s mặc niệm bắt đầu ...
Surprise,mặc váy kìa . thời trang ? hiện đại quá
Sadness,con thương ông quá
Sadness,nhìn mặt con chó tội vãi
Disgust,tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong linh người khác bà này là súc vật
Enjoyment,biết ngay anh per lại mượn đầm của vợ :))))
Surprise,đắt hơn sân bay luôn
Disgust,cmm lộ hết thông tin của người ta
Fear,đã nguy hiểm vậy sao không hủy mà bán 0 . 0
Surprise,bán không thu thuế luôn à
Sadness,t chỉ thấy tình yêu của tao nó tan vỡ thôi
Enjoyment,per :)))) buồn cười vãi
Anger,thế 1 đứa con trai bỏ thời gian ra nói chuyện thân thiết với 1 đứa con gái không phải là nó thích con đó thì có con cặc nó làm vậy
Sadness,chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng
Enjoyment,móng này móc cua thì đỉnh 😹
Enjoyment,có mưa cảm giác như được sống lại :)))
Disgust,mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy
Other,vợ dùng phá quá nên boss mới thế 🤧🤧🤧
Enjoyment,haha biết ngây mà
Sadness,bể mẹ cái kính cường lực mới dán :#
Other,dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .
Enjoyment,"cần gì xa hoa đâu , thế này là hạnh phúc , thấy thương và ngưỡng mộ ông bà quá"
Surprise,sao nhanh như chớp vậy được
Anger,nhỏ không dạy để lớn lên làm đĩ à ? phụ huynh kiểu gì thế ?
Other,thằng kia làm nhẹ nhẹ thôi nhé .
Disgust,no ́ xâ ́ u tao thi ̀...
Other,thế là đã phần nào đoán được kết quả cuộc gặp tại hà nội
Sadness,bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :))
Disgust,cái đất nước này loạn luân mẹ hết rồi :)))
Enjoyment,"ôi zồi ôi , nhìn cái mặt của ẻm kìa , yêu ghê :))"
Other,phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :)))
Other,per haha bữa 3 đứa mới phong trào xong
Other,mốc từ trong trứng
Anger,"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎"
Sadness,xem tới đây dume ứa nước mắt 😞
Anger,toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo khoa . hành động thì như con c ..
Enjoyment,thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️
Sadness,😑 sao cái kết gì mà buồn vậy
Other,cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗
Sadness,"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ ."
Other,"1 vị đắng của mưu sinh , 1 vị ngọt của hạnh phúc gia đình"
Enjoyment,per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả
Disgust,"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑"
Enjoyment,còn gì hạnh phúc hơn trong cuộc sống này ♥️
Anger,ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây
Disgust,thớt làm chị mà ích kỉ vãi ...
Disgust,mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊
Enjoyment,tuổi thơ của tôi =))
Other,việt nam cái gì cũng có thể ăn được
Disgust,per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂
Sadness,khóc muốn rơi cả mắt
Enjoyment,kích thích vãi
Fear,ám ảnh thật sự
Sadness,per huhu em không biết phải đi xem phim với ai nữa 😭
Sadness,per gần nhà c ơi . hic hic
Other,"tại cái gậy thôi , còn đâu là vẫn đẹp"
Anger,"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé"
Anger,đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((
Sadness,nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((
Disgust,"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn"
Sadness,đọc tin nhắn đầu thấy cay cay ngay mũi
Enjoyment,per người yêu công sở nè 😂😂
Enjoyment,vậy là hên rồi
Other,per chiều anh bắn chưởng để em quay nhé
Enjoyment,per nghe chưa nhân viên mới ... kk
Other,ngáo nó có cắn đâu ??????
Disgust,dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết
Enjoyment,cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng
Disgust,"em rất duyên , và có khiếu hài hước , nhìn mặt em thôi là chị đã muốn cười , ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà , sao nhiều người bình luận nặng lời thế không biết , chỉ là vui thôi mà"
Disgust,"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi"
Enjoyment,per lên lịch hẹn hò nhanh
Disgust,không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....
Disgust,nóng thế này cái thứ mày cho cũng không ăn
Sadness,tiếc quá ! nguyên nhân
Enjoyment,ấm lòng vãi huhu
Anger,thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :))
Enjoyment,ngầu vãi lìn luôn á :)))
Enjoyment,giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂
Enjoyment,"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d ."
Sadness,tôi khóc lun ... huhu
Enjoyment,má như người yêu ??
Other,t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa
Enjoyment,thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy
Sadness,không biết vì sao họ vẫn cười nhưng mình thì khóc ...
Other,cho đi luôn bớt lo
Surprise,đoạn phim thôi mà ý nghĩa thế
Disgust,"lông xấu , không mượt bằng con ngu kia được"
Other,"cái này gọi là truyền thống , không thể nói là quên được"
Other,"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết ."
Enjoyment,per haha sao tôi nghĩ tới em liền luôn á
Other,chưa chia tay nữa mà còn khó đây
Disgust,thế đéo nào nó lại kẻ dưới đấy nhỉ
Disgust,oai đéo gì cái trêu gái :)
Other,mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra
Other,lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn
Sadness,tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v
Other,áp dụng với đứa yêu mày thôi nha
Enjoyment,chời má . ngọt chết tao rồi :))))))
Fear,"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra"
Anger,"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác ."
Sadness,xài vietcombank sinh nhật cũng không được chúc luôn :((
Enjoyment,hôm đấy bổn cung về quê báo hiếu cha mẹ .
Enjoyment,chỉ có được cái chữ đẹp . hihihi ...
Enjoyment,trời má cute vãi lozzzz
Sadness,là do bản thân tao ngu thôi
Anger,cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn
Enjoyment,không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭
Other,nhân quả đến sớm lắm . đăng lên làm gì :)))
Sadness,nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi
Enjoyment,cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅
Enjoyment,đã xem 2 lần bộ phim này 😁
Sadness,"ôi vãi , mày thật bất hạnh vì có lũ bạn như thế"
Disgust,"đây là tây chứ mấy thằng việt nam như này , đảm bảo kêu ngáo đá :vậy"
Enjoyment,xin lỗi đây mình vẫn nấu nhé
Disgust,bỏ quên não đó chứ đâu phải rác 😂
Enjoyment,"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển"
Fear,"thôi xong , biết thế tém tém lại ."
Anger,"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé"
Enjoyment,mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý
Anger,bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp
Sadness,số tao không được ăn uống mà :((
Other,rửa bát cũng được nấu cơm cũng được giặt quần áo cũng được miễn là có ba mẹ vợ con là được . làm gì cũng được
Disgust,dume cho vào bảo tàng làm lồn gì -.- nhà khoa hc đã nghiên cứu sừng tê giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê :((
Enjoyment,cô quét đi cô cho cháu hốt về với =)))
Disgust,"tránh xa nó ra , nó ngáo đó , 8h sáng mà nó đòi đi ngủ là hiểu rồi"
Other,hỏi nhiều nó lại cho vào đối tượng truy nã 😏
Anger,per nhớ lại vẫn còn tức á cái lol mẹ
Other,lo tương lai bị bỏ rơi của chú đi :vậy
Enjoyment,và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀
Enjoyment,lại tạo điều kiện cho mấy chị fa vào thả thính . :))
Anger,muốn nhai luôn cả trái đất
Enjoyment,"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v"
Fear,không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao
Enjoyment,tao cũng ước mình có 1 tình yêu như ông bà ❤
Sadness,đau đớn quá sao phải tham mấy đồng tiền đó nhỉ
Disgust,quả này lại là nhà dột từ nóc rồi ;((
Sadness,"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪"
Fear,per nguy hiểm luôn rình rập xung quanh chúng ta :((
Enjoyment,trắc đấy là nyc của nó 🤣
Other,đừng hỏi tại sao giới tính cứ bị bẻ cong
Sadness,khóc hết nước mắt 😞😞
Disgust,đúng là chó cậy chủ mà 🤣
Disgust,chấp nhận đi mày .. chửi gì dữ vậy ..! mỗi người mổ việc mà ... nếu không thích thì kiếm việc khác mà làm ..
Sadness,":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))"
Other,per đọc nhầm con nhện thành con gián :)) thật khó hiểu
Other,may mà bà già bảo năm hạn đừng đi chứ không hạn thật
Disgust,cái giống mắc zại nhất từng thấy :))
Anger,bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác
Disgust,đéo có não à
Disgust,"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết"
Other,"thực ra bị bóc trên mạng thì thường là bẩn thỉu , không phân quê quán"
Disgust,ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm
Disgust,"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v"
Disgust,"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế"
Sadness,khổ thân các cháu
Disgust,"nước bẩn quá , toàn rác !"
Sadness,chỉ những người độc thân thôi
Enjoyment,nhìn cái muốn cong :d
Disgust,"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà"
Disgust,"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ...."
Enjoyment,ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣
Disgust,mèo nhìn dễ thương mà ác vãi < 3
Enjoyment,dễ thương vậy chời
Anger,bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :)))
Disgust,các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .
Disgust,ngu chưa . đăng lên để rồi bị chửi
Enjoyment,nhìn con bé thấy cưng ghê chị ơi
Disgust,per anh bạn tồi nhất quả đất này
Disgust,cho ̣ c mù mắt tao đi 🤣🤣
Enjoyment,đồng đội chơi tốt quá hahaaa
Fear,kinh vãi
Other,lợi ích của việc không nghe lời vợ ??
Anger,cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....
Enjoyment,"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó"
Disgust,giờ lắm bọn biến thái thế
Sadness,chị đầu tiên buồn v :((
Sadness,trời ơi tao chóng mặt quá đi :((
Disgust,"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày"
Disgust,có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .
Anger,dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi
Other,ko nghe lời vợ mới là mấu chốt :)
Disgust,"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy"
Surprise,"sản phẩm tốt đấy , có tính ứng dụng cao"
Disgust,nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana
Fear,"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à"
Enjoyment,"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc"
Disgust,ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?
Enjoyment,cẩn thận mày lại có cháu sớm 🤣
Enjoyment,yêu hay không yêu không yêu hay yêu nói 1 lời 😂
Enjoyment,tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????
Enjoyment,"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚"
Surprise,bọn ngáo này mà cũng có người sợ nó nữa hả
Other,em đã bao giờ nghĩ đến mối quan hệ đồng tính ?
Sadness,"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu"
Disgust,nhưng đứa bạn thân đều là lũ khốn
Sadness,"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓"
Disgust,hỏi nhây khiếp
Sadness,có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi + nước mắt
Other,nước biển sao đục quá nhỉ
Enjoyment,"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ"
Anger,con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy
Enjoyment,hy vọng mọi điều tốt đẹp sẽ tới
Sadness,t cũng buồn lắm chớ bộ 😓😓
Sadness,t đã thử rồi mà dume vẫn la :))))
Disgust,ý thức tồi
Anger,"má , sờ mông có cái mà táng bố ..??"
Fear,trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa
Enjoyment,nhìn cái mặt cưng vãi
Other,sáng kiến hay đỡ bao nhiều tiền để tiêu hủy
Disgust,đéo có lol gì là buồn cười
Other,"per tiền bạc là phù du , quan trọng là tình nghĩa"
Other,k tiền cạp đất mà ăn ah @@
Disgust,thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác
Disgust,có mà thần kinh hơn ấy 😑😑😑
Disgust,đéo hiểu chó hay người .
Disgust,đau chán riết quen có cái lol gì phải than vãn :))
Enjoyment,một bộ phim rất đáng xem !!
Disgust,"đâu phải có tiền muốn làm cha ai thì làm , gì cũng vừa phải thôi . ý thức từ nhỏ không được dạy dỗ cẩn thận"
Fear,mấy lần đi ngang hết hồn
Sadness,"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :(("
Other,công nhận già thật
Disgust,"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền"
Disgust,chán vãi dạo này ngủ sớm quen :)))
Fear,"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣"
Sadness,lại mưa 😞
Disgust,bố mấy con trẻ trâu :)) tưởng thế là hay :))))
Sadness,chả có tiền mua 😩😩😩
Fear,đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((
Other,sao mày không ngủ chung với cả mẹ mày và em mày ?
Enjoyment,haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣
Surprise,thế đéo nào lại ra được nhỉ ??
Other,vẫn là chính sách trên giấy tờ
Other,sớm muộn củng chết đuối à ;)))
Enjoyment,bức ảnh xuất sắc ❤️
Sadness,việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn
Sadness,ủa mắc gì gỡ fan cứng của em ? huhu
Sadness,"ai cho mình xin tên phim với , mình không xem được 😢"
Surprise,tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume
Enjoyment,mặt ô kia khát nước nhìn buồn cườ thế 😂😂
Sadness,tao bị bỏ rơi rồi
Fear,tao nhìn tao thấy ghê vcd ấy 😂😂
Other,cậu nhỏ có tăng lên không 🧐
Disgust,"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂"
Enjoyment,bây giờ gọi hành hiếmkkk
Sadness,chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?
Surprise,người yêu mày cắt tóc hay là đi đầu thai lại thế ???
Sadness,sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn
Fear,tao tháy gái nguy hiểm vãi
Other,"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn"
Enjoyment,hẳn là con số đẹp 😍😍😍
Enjoyment,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng
Fear,tao còn không dám ăn nói chi ruồi .
Fear,sợ vãi linh hồn
Fear,có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋
Other,bốc phốt khách thế không sợ mất khách à bác ??
Sadness,ừ mỗi lần thế lần buồn kinh lắm mày ạ
Enjoyment,lâu lắc chưa xem lại !!! 😳. một bộ phim vừa ý nghĩa vừa hài hước ! 👍
Enjoyment,"gắng , nhanh khỏi bệnh rồi về bên anh"
Other,đề này đối với lực học lớp 9 đâu có khó . cẩn thận chút là được
Sadness,nghe bài này đau lòng quá mà
Fear,má . đang định đi chụp :((
Other,ai muốn tránh đường đông hỏi người dân đường trong núi nhé !
Enjoyment,"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍"
Enjoyment,vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !
Fear,"tao nói té 1 cái không dập mề thua gì cũg thua , trĩ nội trĩ ngọai nguyên chùm =)))"
Other,năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁
Enjoyment,bé xinh quá
Other,bài hát đầu tiên của phim là gì nhỉ quên mất rồi . bạn nào thông não cho mình phát
Disgust,đây là trẻ ghé chứ gì nữa ~~~
Sadness,"t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới ."
Enjoyment,per cái đoạn vén tóc là quen lắm nhá . thích lém ý
Enjoyment,"thề , phim này xem đi xem lại gần chục lần . 😄"
Enjoyment,phim chuẩn chưa này =))))
Other,"per thì mấy ông nhậu bắt sạch , còn đâu mà phá hoại"
Other,ô .. còn lâu lắm ...
Other,đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???
Enjoyment,"tao cũng như mày đây . không sao cả , hãy tự hào vì tên mày vẫn rất đẹp"
Other,cho nó đỗ tí mất gì đâu
Disgust,người ta nói ngu thì chết có gì sai ?
Enjoyment,dễ thương vậy
Other,chắc chưa :))) si nghĩ kĩ lại đi
Disgust,má con đĩ mèo nó đanh đá thế
Sadness,"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi"
Enjoyment,t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =)))))
Other,biết chứ dã từng sài
Enjoyment,ấn tượng vãi :v bàn tay vàng trong làng vẩy khế :v
Enjoyment,thích quá mấy má ơi ! @@@
Disgust,không ngon như lần trước nữa
Other,mặt thái độ vãi
Sadness,cũng muốn kết hôn lắm mà đến giờ vẫn chưa có người yêu 😭
Enjoyment,sẽ hấp dẫn hơn khi dưới sông có cá sấu :)) lót dép hóng
Enjoyment,xem nà ra chiêu nà gẫy cây nà sấp mặt luôn nà 😂😆
Fear,"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ ."
Anger,"bọn giết người không dao tử hình cái thằng cung cấp thực phẩm bẩn vào trường , những đứa liên quan còn lại cho vào tù hết ."
Enjoyment,tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó ! :))
Enjoyment,gần 10 năm rồi coi đi coi lại cũng gần 30 lần . nhớ !!!
Enjoyment,phụ nữ ngày xưa toàn cực phẩm :v
Anger,xoá sổ toàn phần cơ sở cung cấp thức ăn khốn nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc độc . còn hiệu trưởng các trường bỏ tù vĩnh viễn .
Anger,tử hình cái bọn giết người hàng loạt này đi
Fear,pháp luật là bạn của nó rồi anh ah vì quen anh anh chị b trên quận ah nên em cũng sợ lắm ah :-(
Disgust,"biết có người binh mà mới chửi lại đó , con hư tại mẹ thui"
Sadness,chị khổ mấy cô giáo viên giám đứng ra tố cáo . sau này bị làm khó hoặc trả thù
Other,trời trời ! như là nói lên nỗi lòng của thẩm phán vậy :))))
Fear,má tao xem mà lo thằng quay phim tét không à ? có ai như tao không ?
Other,đm rơi mẹ điện thoại xuống đất 🙃
Enjoyment,mới gọi điện thoại xong mới cười với tuii xong heheh anh đáng yêu vãi
Disgust,bướng vừa vừa kiểu đáng yêu chứ mà lồng lộn thì thôi làm bà nội chứ yêu đương đéo gì
Surprise,vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ
Disgust,evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣
Surprise,ông tổ của những cái sừng là đây sao ??? 🤣
Other,thế mày nằm viện nào tao vào thăm luôn cho động lực
Sadness,"xem mà đau lòng , đau lòng nhưng vẫn xem :(((("
Sadness,cuộc sống thật chua cay với tao
Enjoyment,"trước đây mình không thích xem phim việt , nhưng mấy năm nay phim việt chiếu phim nào cũng hay . tự dưng không thích xem phim hàn quốc nữa ."
