emotion,sentence
Positive,lâu lắm rồi mới nge lại bài này ... vẫn thấy hay như ngày nào ...
Positive,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍
Positive,động lực của phan con gái
Positive,1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :))
Positive,dân chơi nhìn cái biết ngay 🤣🤣
Positive,dễ thương vậy chời
Positive,tôi làm trades . lương tôi không có .. chỉ có thu nhập thôi có tính là cao nhất việt nam không ??? tháng tôi kiếm từ 3000 - 5000
Negative,thế này mà mày vẫn còn buồn thì ...
Negative,căng thẳg quá mà
Negative,anh đánh mất thật rồi
Negative,per sao tội vạy em
Neutral,não bọn này nhiều nếp nhăn đấy
Negative,thằng dăm này phải cho vào tù nó mới biết thế nào là dâm rê
Negative,con mèo mặt lol dám đập con thỏ của tao sao 😡😡😡. dkm mày
Negative,lớp xuất hiện thứ âm binh
Negative,"tao chả thấy cười ở cái đoạn buồi nào cả , sắp đến đoạn hay tí lại ngắt cmnl"
Negative,cái này gọi là ấu trĩ phải không
Negative,"tí tuổi đã hói , chắc kiếp trước ăn ở không ra gì đây"
Positive,cưng quá đi
Positive,cưng xĩu 😊😊
Positive,như kiểu người yêu luôn ấy =))) nhẹ nhàng
Positive,người ta thật thà phết
Positive,nhà tao còn nè
Positive,tao phải công nhận là nó giỏi vãi . từ đứa diễn đến đứa quay và edit video .. giỏi vãi 🤣
Positive,chúc mừng anh 👏👏👏 chúc anh may mắn . cố lênnnnn 💪💪💪
Positive,chủ như này lại chăm làm vãi =))
Positive,áo xinh thế .. cho tớ mượn đi tiệc nhé !
Positive,hihi : chúc mừng đại kỷ nguyên có lắm người yêu
Negative,gu của tôi trời ơi . tiếc mới có chồng với đứa con thôi . huhu
Negative,mình còn chưa kịp đến :((
Negative,không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết
Negative,trốn cũng đéo tha
Negative,ngu thì chết ...
Negative,giết nó ! làm ám ảnh cả cuộc đời học sinh .
Negative,đúng rồi . trái tim thảo mai này dễ rung động lắm nên các anh hay cả các chị và các bạn đừng thả thính em . em đập cho 😭
Negative,per facebook cứ để tao phải xem được những cái lãng mạn là sao cay vãi :))
Negative,lỡ câu chuyện là thật thì sao . chưa gì lên chửi người ta là rẻ rách
Negative,"mấy thành phần không chấp hành luật giao thông cứ phải thế này . cơ mà thằng này gà thật , tạt mẹ vào quán nước mà ngồi uống chứ làm gì phải dắt xe khổ thế kia"
Negative,"và mấy mẹ thấy mỗi cái chi tiết : ông vũ khuyên bà thảo lui về sau . chăm lo cho gia đình .,,, là gào mồm lên , kêu đàn ông gia trưởng này nọ , vũ phu , bảo thủ nọ kia .... đúng là toàn mấy con bò ... chả ai hiểu bà thảo bằng ông vũ cả đâu , người ta khuyên vợ lui về vì thừa biết tính vợ , tầm nhìn của vợ đến đâu . còn thực vợ giỏi , có tầm thì chả thằng nào không muốn sát cánh , đồng lòng với người chăn gối , tay ấp cùng mình cả . vấn đề là cái tầm của bà thảo để mà đưa tn đi lên chỉ có vậy , vì đó là tâm trí của một con buôn ."
Negative,nghe lần 3 đéo thấy hay
Negative,bố mày lậy chúng mày đấy
Negative,có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :)))
Negative,"cứ đem lửa than , nước chay , sau đó cắt ngay ra ăn chấm muối là ngon , vẽ chuyện kiến với chả ong ."
Negative,per hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét . 🤣🤣🤣
Negative,78 thằng đéo có ý thức
Positive,"ng nhật giỏi ở chỗ đó ., đây không phải là sự phiền hà mà là một cơ hội ."
Positive,per nhờ mất bạn nên mình mới biết 😂😂😂😂
Positive,per nhìn mặt cưng gê
Positive,hay à ngheng
Positive,đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn .. cái này là sự ý thức thôi …
Positive,per tôi đợi ngày nhận thiệp cưới của ông
Positive,có ai đéo hiểu gì như mình không mình trong sáng vãi heee
Negative,hiện tại mình chưa người yêu bạn nam nào chưa có người yêu thì lo cua mình đi nhá đến khi mình có người yêu rồi thì đừng hối hận đấy huhu
Negative,còn quá nhiều mảnh đời bất hạnh ☹️
Negative,mỗi lần tao ăn đu đủ bằng thìa thì bố tao lại chửi tao . bố tao bảo loại mày ăn đu đủ không cần thìa đâu .
Negative,per chơi với con trai riết nên giờ đéo có người yêu nổi vì tính tình không khác gì con trai
Negative,"thôi không níu giữ kí ức xa vời , và chẳng bao giờ thuộc về nơi em"
Negative,vì tiền mà làm đau làm khổ người khác như thế này sao 😔
Negative,đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa
Negative,thằng kia sao mày bắt vợ với bồ tao dọn thế kia . nhà mày ở đâu tao đến thịt mày chết
Negative,con trai giờ mất giá v luôn hã mấy chế :)))
Positive,ghét nhất mấy loại bép xép thế thôi . nhanh gọn lẹ 😂😂😂
Positive,thật cảm động
Positive,"per ăn tết xong , cần cây cầu này để giảm cân 😆😆"
Positive,trông anh thần thái vãi :v
Positive,cứ mỗi lần có phim hay là xách nhau đi 🤣
Positive,cười muốn tắt thở 😂😂😂
Positive,per haha . đặt bánh thì đặt thành cặp nhé . haha .😂😂
Positive,anh thíck kiểu tra tấn hằng ngày :)))
Positive,hihi lâu lắm rùi mới thấy nó
Positive,giờ tao mới nhớ tao đã từng :))
Positive,mình cũng một thời gắn bó với nó
Positive,"chưa muốn lấy , cơ hội vẫn chia đều cho tất cả các anh : ))"
Negative,dume nó hết con mẹ nó hồn ....😭😭😭😭
Negative,"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa"
Negative,disss giật hết cả mình .:))
Negative,kiểu gì chả chết ? đá to như kia thoát sao nổi ?
Negative,"chúng ta hầu như ai cũng dùng đôi mắt bao dung để nhìn một người xa lạ , mà đối với người thân bên cạnh lại chỉ nhìn thấy khuyết điểm mà thôi .."
Negative,chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi 😞🙁
Negative,nhớ lại thời đi học xa nhà . bếp dầu ... :(
Negative,tao hiểu rất rõ cảm giác của em ấy ....
Negative,thương quá . géc nhất những người nuôi chó mà không chăm ... tội cho kiếp em nó gặp phải 1 người chủ như vầy . thân thương !
Neutral,vãi đông như này á 😢
Negative,"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử tử hết . loz mẹ chúng mày vì lợi nhuận giết hết cả tương lai đất nước , dume lũ chó chết"
Negative,suy thoái gớm nhỉ :))
Negative,thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước
Negative,đi xe cao mà ý thức thấp quá !
Positive,ý là giọng quê tao đó hã
Positive,bạn trai thì chưa . nhưng mỗi lần thằng bạn nó cắt tóc cạo râu thì auto nhìn đẹp trai
Positive,crush của tao cười hơi bị xinh :3 xinh + cười = đỗ mãi • 3 •
Positive,chuyên mục chọc chó cực mạnh à nhầm mèo kk
Positive,gia đình ổn tình yêu không có thì cần gì động lực ... kaka
Positive,là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :)
Positive,:)) bật nhạc lên và quẩy thôi
Positive,"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc nhiên và hạnh phúc nhìn sâu lắng , video ngắn nhưng cho người xem si nghỉ mải"
Positive,đúng chất dân miền tây hahaha
Positive,😐😐 phê hơn lá chuối
Negative,trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng
Negative,"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng"
Negative,per huhuu không biết lúc đấy thực tập chưa :(((
Negative,có những ngày mọi thứ nó bỗng ập đến
Negative,nhà tao có nhưng nó rỉ sét hết rồi :((
Negative,hic hic mình còn chả bao giờ được giận lại ấy chứ :((
Negative,"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả ."
Negative,nó cười mắc ỉa môi thì zoe lại lùn xấu vãi lại còn gầy nữa chứ haizz
Negative,per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi
Negative,sau này nó lớn lên làm kinh doanh thứ gì đó thì lúc đó nó mới biết thế nào là quả báo
Negative,đm mẹ bạn thân
Negative,"mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi , nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂"
Negative,lêu lêu đồ con nuôi
Positive,per cách này coi bộ hay nha 😂
Positive,người ghép có tâm 😁😁
Positive,cách người ta phản ứng cũng văn minh ghê ❤️
Positive,per cái gì mình không làm được chứ đánh cái lũ đéo phải người thì mình làm tốt kkk
Positive,"đêm hôm coi lại , cười mún rụg rún"
Positive,bé xinh quá
Positive,mới gọi điện thoại xong mới cười với tuii xong heheh anh đáng yêu vãi
Negative,t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần
Negative,nhìn con mắt thấy đau đớn . tội em quá ????
Negative,không biết đến 2021 tao có lấy được chồng không nữa :((
Negative,ước gì được giận lại 😐
Neutral,khi bạn bỗng nhiên nhận ra rằng có những bài hát phù hợp với từng khoảnh khắc riêng bên người đó :)
Neutral,quãng cáo cũng được đăng à
Negative,bố mày ngứa mắt lắm rồi đấy
Negative,"học luật chưa mà nhắc sai về lí ? :3 , có cái nhà đấy là đường của nhà ông à :))"
Negative,chộm chó đâu làm ăn như céc lúc cần thì chả thấy đâu
Negative,hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự
Positive,cái giọng anh quay phim nghe ngọt quá 😘😘
Positive,lấy ghế ra ngồi thật tuyệt
Negative,rơi mất tim . nguy hiểm thiệt ^^
Negative,mày không được ăn đồ chua nhưng phòng toàn xoài chua :(
Negative,đấy mới là điều càn đó . huhu
Negative,có biết bao người có mảnh đời như vậy !
Negative,"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày"
Negative,per phá gia chi tử chính nó ????
Negative,mấy đứa con gái chơi với nhiều đứa con trai nghĩ là bình thường nhưng mấy đứa con trai lại nghĩ con đó lẳng lơ
Negative,"nhẹ tay quá phải hơn nữa , may mắn là nó chưa cắn ai hay làm gì ai"
Negative,"trông mấy anh bên người ta vẫn men nhỉ , bên mình bạn nam dưới nhìn hơi íu đúi ."
Negative,t nghĩ thợ chụp đéo có tâm bằng thợ make đăng và thợ photoshop đâu
Negative,đúng rất nguy hiểm ! đằng sau 1 thằng đàn ông đôi khi là cả một tủ váy
Negative,vcb làm việc kiểu hách dịch thì có :v
Negative,bảo dân trí thấp lại tự ái
Negative,"k dịch nốt đi , dịch nửa vời thế , dume"
Positive,"cảm ơn nói chuyện nhật ! 1 nền khoa học , giáo dục , trí tuệ văn minh !! 😘"
Positive,per =))))) hahaaaa
Positive,mấy chị làm chung rất ư là dễ thương luôn
Positive,đùa ... cảnh sát việt nam tài thật . vụ gì cũng bắt trong 48 giờ
Positive,coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v
Positive,"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em"
Positive,thấy topic đúng tâm trạng quá .
Negative,không biết có ai ở trong ngôi nhà không
Negative,hú hồn chim én :))
Negative,tác phẩm nghệ thuật chất lượng cao hiếm hoi của điện ảnh việt nam nhưng không được công chúng quê nhà đón nhận
Negative,kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối 🤔
Negative,đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn
Neutral,người ngoài hành tinh nói tiếng anh ????? nà ní ?????
Neutral,dume s giống suy nghĩ tao thế nhỉ :))) hihi
Negative,"thì bác cứ tranh luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư tưởng nhắn tin kia thì kiểu gì cũng có ngày sấp mặt ."
Negative,đứa nào tin là đơn giản thế ra đây tao tát cho vài cái cho tỉnh :)
Negative,chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm :))
Negative,thằng nào con nào nuôi ác quá z
Negative,chỗ tao lắm đứa khó chịu vãi
Negative,"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))"
Negative,con cháu việt nam nhục nhã vãi
Negative,nghèo mà đi tập huấn sang chảnh ??
Negative,ghê thật
Negative,"quán này chắc không đông , đang ăn mà thấy có mà ói"
Negative,chỉ có mấy thằng ấn ngáo ngơ vừa bẩn trông chẳng giá gì . đúng là lớp 1 trượt môn đạo đức vì tội không ju jin vệ sinh thân thể
Positive,per vui quá .. đi dạo được ven hồ rồi 🙂
Positive,nghe cũng đúng đúng :))
Positive,hãy nên trân trọng những người bạn như vậy .
Positive,vcb thu phí dịch vụ cao có khác . lương nv cũng hơn chỗ khác :))
Positive,ôi đáng yêu quá . đến bao giờ người đàn ông như thế nào mới xuất hiện trong cuộc đời tôi đây
Negative,đm hú hồn
Negative,"mong là bố mẹ mình không đọc được tin này , sợ vãi"
Negative,mấy đứa chân ngắn qua sao
Negative,"thương quá . giờ con đi học ở lại cả ngày thì hên xui thôi chứ biết làm sao , không ăn thịt heo thì ăn gì . mong sao có lệnh tạm dừng ăn thịt heo trong thời gian này cho các trường mầm non thì hay biết mấy ."
Neutral,em này sao giống chị tao quá vậy
Negative,bỏ tù hết lũ xả thải như thế này đi
Negative,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp
Negative,đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll
Negative,"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎"
Negative,"xoá mẹ nó đi , pr cho nó làm gì"
Negative,"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi ."
Negative,gớm . vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà .
Negative,và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi
Negative,ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta
Positive,mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó
Positive,per anh tặng vợ cái bát nha kaka
Positive,hihi mắc cười quá
Positive,sau vụ 200k thì vụ 5tr này có nội dung hài hước y hịt :))))
Positive,"cảm ơn các em , tuổi học sinh lắm nghịch ngợm nhưng có lòng yêu thương con vật nhỏ bé đã giúp bé cún được sống 😘😘"
Positive,thứ ba mẹ cho con và con nhận thấy đó là sự đức hạnh tấm lòng cao cả cam on ba mẹ rất nhìu
Positive,giờ mới biết =))
Positive,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười
Positive,lời được cánh của sắt tàu hỏa ngon rồi
Positive,rất hợp lí
Positive,là khi gặp nhau mọi suy nghĩ buồn bực trước đó nhường chỗ cho cậu :))
Negative,sư tử chứ dễ thương q . q gì
Negative,má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨
Negative,tao lại bị mọc lông chân rồi :((
Neutral,chủ tịch giả vờ nấu kiểu này và cái kết cháy trụi làng
Negative,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa
Negative,bớt ngu để sống tốt hơn
Negative,"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không"
Negative,người ta đá hay bảo ăn đòn thằng admin ngu lol
Negative,eo ....
Negative,thành phố tao nhiều người còn dân trí thấp là sao ? bố con dở người
Negative,1 lũ hèn bỏ mẹ mấy đứa nó cũng thế
Negative,có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀
Negative,"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn ."
Positive,đa ́ người yêuc quá ́
Positive,nhìn nó cưng quá
Positive,phải đối xử tốt với chính bản thân mình :)
Positive,đang tập hát 😶😶 hay thật 😔😔
Positive,người ta thôi chứ vợ mình là số 1 . mình chưa bao giờ chê . 😍😍😍
Positive,đừng có thấy 6 múi mà ham nha nha 😂😂
Positive,dễ thương quá !!!
Positive,đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn :))
Positive,"per chị mày đánh lộn từ đầu làng đến cuối xóm thì cần chi bọn con trai , nhưng nhìn bọn nó dễ thương hén"
Positive,ơ cưng < 3 < 3
Negative,"khi xưa bị rượt 1 lần mà nhớ đời , còn mổ tao nữa chứ 😨😨😨"
Negative,khi tắt đi mới thấy ngạt thở .
Negative,dù cậu làm tôi tổn thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu
Negative,giờ anh gù lấy đâu ra chỗ ở :'(
Negative,số tao không được ăn uống mà :((
Negative,bọn nè phạt nặng .
Negative,"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng ."
Negative,ra tới cổng tao nói ha xấu cái chắc tao cười ỉa
Negative,kéo quần lên rồi nói chuyện tiếp ... kém sang
Negative,khách nào nhỏ nhen vậy ...
Negative,nhiệt tình + ngu dốt = phá hoại . toàn óc đi xem bđ
Negative,"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà"
Positive,hihi ảo tưởng
Positive,ngưỡn mộ chi lâu lắm oy . mà giờ biết thêm nhiều về chj nữa nên càng yêuc chj nhiều hơn 😍😍😍
Positive,trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv
Positive,giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃
Positive,nhà tôi còn nè
Positive,cám ơn đã cho tôi cuộc sống này
Negative,bố mày đã sợ nhện rồi xem cái video này ... vãi đái :(((
Negative,"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi"
Negative,per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏
Negative,hi vọng hòa bình ở triều tiên sẽ không còn xa nữa . goodbye ! # per
Negative,per không lẽ sau này kím bạn trai không tập gym 😖
Negative,:( cầu chúa ơn nhiều ban bình an cho những người kém may mắn như vậy
Negative,per thì tốt nhỉ quá đỉnh luôn ... nhưng không biết được trọng dụng không nữa buồn quá
Negative,vui tính tí cũng khó cơ
Negative,tình yêu là sự mù quáng mà hix
Negative,e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌
Neutral,quá kinh ngạc phá được mọi loại khóa luôn 😑😑😑
Negative,"mỗi lần như thế tao chửi , mà bọn nó xem đó là trò đùa mày ạ , càng chửi càng cười"
Negative,tao bực mày lắm rồi đấy
Negative,thì con đỉ mẹ mày ghi nhanh vào .
Negative,"ngồi xa ra đụ mẹ mày :""))"
Negative,còn em trai cưng của tao sang nhà người thân quen của gia đình chowi thế là bị nhà họ nhốt lại hẳn 10 ngày liền ... dlm nhốt lại để em trai tao bắt chuột cho nhà họ mới hãm lồn
Negative,thì nhìn đám học sinh trong lớp là biết cô dạy kiểu gì rồi đấy .
Negative,"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt ... ngồi tù 7 năm đáp lại 1 lời xin lỗi và 200tr ...😩😩😩"
Negative,bọn bây giống tao không ? chứ ghét mấy đứa troll rớt điện thoại vãi
Negative,chó đã biết chê cứt
Positive,giống tao hồi bé ... 😅
Positive,per đúng chất em lun hâha
Positive,mong mai sau cũng được như ông bà
Positive,con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3
Positive,cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người
Positive,chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️
Positive,hoan hô . công nhân đâu phải trẻ mầm non
Positive,thật ra cách quét hạt xốp rất dễ mà có thể các bạn chưa biết . đó là . tẩm xăng những chỗ có xốp và đốt 😂
Positive,"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?"
Negative,dm . đồ dạo này lắm tạp chất hay s í nó đéo phê nhg mà vẫn bị ngáo
Negative,"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi"
Negative,mình còn chưa được nắm tay
Negative,đây là một câu chuyện buồn 🙁
Negative,tao coi xong tao khóc .
Negative,bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((
Neutral,per biết không :)))
Neutral,anh tây nói tiếng việt giỏi thiệt .
Negative,phim cắt mất đoạn hay của manga rồi dume
Negative,"mọe , chúng mày có thôi đi không ? :)"
Negative,per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh
Negative,"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ"
Negative,"lúc đầu tưởng con ma , nó đi tẩy trang xong hiện nguyên hình đếu phải ma mà là con quỷ cái"
Negative,vậy nên phải lịch sự và thổ con mẹ nó lộ với cả đống người chúc mừng mày thành trò cười thiên hạ
Negative,người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé
Negative,tóm lại là giá trị của anh đéo bằng 1 cái bánh :<
Negative,k bă ̀ người 1 con cho ́ anh =)))))
Positive,"per đấu nhau to rồi , phen này hay"
Positive,dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha
Positive,tài năng cho làng đua xe đạp tương lai là đây chứ đâu ✌✌
Positive,per cảm ơn tôi đi . thấy tầm quan trọng của máy chém gió chưa
Positive,"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂"
Positive,per có thằng bị tao bắn từ đó không thấy họa mi hót nữa luôn
Positive,cho em canh với . hehe
Positive,bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế
Positive,nóng quá nên đổ lên cho mát thôi mà :))
Negative,"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐"
Negative,"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ..."
Negative,đáng tiếc đời không như là mơ . thực tế sẽ vả vào mặt cho mày tỉnh ra :(
Negative,"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi"
Negative,tôi từng trách bố mẹ sao sinh tôi ra trong hoàn cảnh này
Negative,per mới bắt đầu tuần thánh mà chúa ơii
Negative,t nhận ra mình đã sai
Negative,trời ơi tao chóng mặt quá đi :((
Negative,đôi khi có tiền cũng không đi được đâu vì đéo có ai đi cùng
Negative,"đm cho tù mọt gông đi , cái thứ không não"
Negative,"cái thứ 2 mình thấy lạ lòn , bạn gái người ta ăn , quên chỉnh tóc . người ta chỉnh lại tóc dùm bạn gái mắc gì 2 đứa nó thái độ 😑😑"
Negative,- chủ tịch giả nghèo bán vé số và cái kết -> đừng bao giờ xem thường người khác
Negative,"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa"
Negative,đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .
Negative,dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong
Negative,"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v"
Positive,ơ tao đang mơ 🤩
Positive,con bé xinh thế ??
Positive,- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣
Positive,giống ml em tao hồi n nhỏ vãi . muốn ngủ với mẹ nhưng bị tao nịnh nọt bắt lên ngủ với tao :))
Positive,moá cưng quá ??
Positive,năm ngoái là hôm hai chị em chuẩn bị làm mứt tết ... cũng không nhó có gato với họ không ... năm nay thì khác .... vẫn cô đơn nhưng không hề gato .....
Positive,đơn giản mà mấy ai làm được .... ngưỡng mộ
Positive,bác này nói hay
Positive,cỡ nào anh cũng có thể chịu đựng được vì anh yêu em
Positive,nhìn quả mặt nó làm tao thoả mãn vãi
Positive,"đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))"
Negative,bà của tôi đã không còn khi tôi còn chưa biết gg là gì
Negative,ngày đi học . có lúc đang ăn cơm . bố hỏi . per năm nay học lớp mấy rồi con ☺ t không hiểu bố tao hỏi cái gì 😭
Neutral,thiết kế tinh tế quá
Negative,bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :)))
Negative,"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được"
Negative,vừa đi về ?? mưa sấp mặt
Negative,tao khuyên bọn mày đừng dắt bọn con gái theo . nó bắt bọn mày cõng nhảy qua đấy :)))
Negative,"chuyện ăn ốc đổ võ cũng đưa vô văn học =.="""
Negative,đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo
Negative,chúng mày nhục thế đéo dám công khai ảnh của chúng mày đi
Positive,"thích chị này nhất phim í , bé bé xinh xinh lại diễn rất đạt :3 . hy vọng mai sau sẽ có bước tiến lớn và thành công hơn nữa < 3"
Positive,cái mặt hoang mang thấy thương 😆❤️
Positive,gặp tao cũng thế :)))
Positive,tính giải trí cao vãi 🤣🤣
Positive,per hả dạ ghê mày !
Positive,phim hay vãi ấy xem lâu lắm rồi
Positive,chẳng hiểu sao tao cười sặc sụa
Negative,nổii da gà hic
Negative,"thấy bảo sang năm được tủi , nhưng mà năm nay vẫn chưa có người êu"
Negative,"đau lòng vãi . cứ tưởng là đùa . ai ngờ , bồ nhau thiệt . ơ . tớ có sừng không"
Negative,24 tuổi thấy đời đắng và khá mặn
Negative,chưa đâu ... nó mang bánh gato vào xong bôi đầy tường mới là cả một rổ của sự hloz
Negative,cho chết
Negative,"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều"
Negative,cái kết xàm lông thiệt :))
Negative,tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu 🤣🤣
Negative,có mà thần kinh hơn ấy 😑😑😑
Positive,lâu rồi chưa nghe ... nghe lại vẫn hay và ngấm như ngày nào :))
Positive,tao thấy con mèo xinh hơn
Positive,cho nó cắn phát xem có thành spider man không 😂
