emotion,sentence
Anger,thằng nào con nào nuôi ác quá z
Disgust,chỗ tao lắm đứa khó chịu vãi
Disgust,"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))"
Disgust,con cháu việt nam nhục nhã vãi
Disgust,nghèo mà đi tập huấn sang chảnh ??
Disgust,ghê thật
Disgust,"quán này chắc không đông , đang ăn mà thấy có mà ói"
Disgust,chỉ có mấy thằng ấn ngáo ngơ vừa bẩn trông chẳng giá gì . đúng là lớp 1 trượt môn đạo đức vì tội không ju jin vệ sinh thân thể
Enjoyment,per vui quá .. đi dạo được ven hồ rồi 🙂
Enjoyment,nghe cũng đúng đúng :))
Enjoyment,hãy nên trân trọng những người bạn như vậy .
Enjoyment,vcb thu phí dịch vụ cao có khác . lương nv cũng hơn chỗ khác :))
Enjoyment,ôi đáng yêu quá . đến bao giờ người đàn ông như thế nào mới xuất hiện trong cuộc đời tôi đây
Fear,đm hú hồn
Fear,"mong là bố mẹ mình không đọc được tin này , sợ vãi"
Sadness,mấy đứa chân ngắn qua sao
Sadness,"thương quá . giờ con đi học ở lại cả ngày thì hên xui thôi chứ biết làm sao , không ăn thịt heo thì ăn gì . mong sao có lệnh tạm dừng ăn thịt heo trong thời gian này cho các trường mầm non thì hay biết mấy ."
Surprise,em này sao giống chị tao quá vậy
Anger,bỏ tù hết lũ xả thải như thế này đi
Anger,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp
Anger,đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll
Anger,"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎"
Disgust,"xoá mẹ nó đi , pr cho nó làm gì"
Disgust,"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi ."
Disgust,gớm . vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà .
Disgust,và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi
Disgust,ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta
Enjoyment,mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó
Enjoyment,per anh tặng vợ cái bát nha kaka
Enjoyment,hihi mắc cười quá
Enjoyment,sau vụ 200k thì vụ 5tr này có nội dung hài hước y hịt :))))
Enjoyment,"cảm ơn các em , tuổi học sinh lắm nghịch ngợm nhưng có lòng yêu thương con vật nhỏ bé đã giúp bé cún được sống 😘😘"
Enjoyment,thứ ba mẹ cho con và con nhận thấy đó là sự đức hạnh tấm lòng cao cả cam on ba mẹ rất nhìu
Enjoyment,giờ mới biết =))
Enjoyment,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười
Enjoyment,lời được cánh của sắt tàu hỏa ngon rồi
Enjoyment,rất hợp lí
Enjoyment,là khi gặp nhau mọi suy nghĩ buồn bực trước đó nhường chỗ cho cậu :))
Fear,sư tử chứ dễ thương q . q gì
Fear,má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨
Sadness,tao lại bị mọc lông chân rồi :((
Surprise,chủ tịch giả vờ nấu kiểu này và cái kết cháy trụi làng
Anger,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa
Disgust,bớt ngu để sống tốt hơn
Disgust,"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không"
Disgust,người ta đá hay bảo ăn đòn thằng admin ngu lol
Disgust,eo ....
Disgust,thành phố tao nhiều người còn dân trí thấp là sao ? bố con dở người
Disgust,1 lũ hèn bỏ mẹ mấy đứa nó cũng thế
Disgust,có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀
Disgust,"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn ."
Enjoyment,đa ́ người yêuc quá ́
Enjoyment,nhìn nó cưng quá
Enjoyment,phải đối xử tốt với chính bản thân mình :)
Enjoyment,đang tập hát 😶😶 hay thật 😔😔
Enjoyment,người ta thôi chứ vợ mình là số 1 . mình chưa bao giờ chê . 😍😍😍
Enjoyment,đừng có thấy 6 múi mà ham nha nha 😂😂
Enjoyment,dễ thương quá !!!
Enjoyment,đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn :))
Enjoyment,"per chị mày đánh lộn từ đầu làng đến cuối xóm thì cần chi bọn con trai , nhưng nhìn bọn nó dễ thương hén"
Enjoyment,ơ cưng < 3 < 3
Fear,"khi xưa bị rượt 1 lần mà nhớ đời , còn mổ tao nữa chứ 😨😨😨"
Fear,khi tắt đi mới thấy ngạt thở .
Sadness,dù cậu làm tôi tổn thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu
Sadness,giờ anh gù lấy đâu ra chỗ ở :'(
Sadness,số tao không được ăn uống mà :((
Anger,bọn nè phạt nặng .
Disgust,"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng ."
Disgust,ra tới cổng tao nói ha xấu cái chắc tao cười ỉa
Disgust,kéo quần lên rồi nói chuyện tiếp ... kém sang
Disgust,khách nào nhỏ nhen vậy ...
Disgust,nhiệt tình + ngu dốt = phá hoại . toàn óc đi xem bđ
Disgust,"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà"
Enjoyment,hihi ảo tưởng
Enjoyment,ngưỡn mộ chi lâu lắm oy . mà giờ biết thêm nhiều về chj nữa nên càng yêuc chj nhiều hơn 😍😍😍
Enjoyment,trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv
Enjoyment,giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃
Enjoyment,nhà tôi còn nè
Enjoyment,cám ơn đã cho tôi cuộc sống này
Fear,bố mày đã sợ nhện rồi xem cái video này ... vãi đái :(((
Fear,"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi"
Sadness,per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏
Sadness,hi vọng hòa bình ở triều tiên sẽ không còn xa nữa . goodbye ! # per
Sadness,per không lẽ sau này kím bạn trai không tập gym 😖
Sadness,:( cầu chúa ơn nhiều ban bình an cho những người kém may mắn như vậy
Sadness,per thì tốt nhỉ quá đỉnh luôn ... nhưng không biết được trọng dụng không nữa buồn quá
Sadness,vui tính tí cũng khó cơ
Sadness,tình yêu là sự mù quáng mà hix
Sadness,e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌
Surprise,quá kinh ngạc phá được mọi loại khóa luôn 😑😑😑
Anger,"mỗi lần như thế tao chửi , mà bọn nó xem đó là trò đùa mày ạ , càng chửi càng cười"
Anger,tao bực mày lắm rồi đấy
Anger,thì con đỉ mẹ mày ghi nhanh vào .
Anger,"ngồi xa ra đụ mẹ mày :""))"
Disgust,còn em trai cưng của tao sang nhà người thân quen của gia đình chowi thế là bị nhà họ nhốt lại hẳn 10 ngày liền ... dlm nhốt lại để em trai tao bắt chuột cho nhà họ mới hãm lồn
Disgust,thì nhìn đám học sinh trong lớp là biết cô dạy kiểu gì rồi đấy .
Disgust,"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt ... ngồi tù 7 năm đáp lại 1 lời xin lỗi và 200tr ...😩😩😩"
Disgust,bọn bây giống tao không ? chứ ghét mấy đứa troll rớt điện thoại vãi
Disgust,chó đã biết chê cứt
Enjoyment,giống tao hồi bé ... 😅
Enjoyment,per đúng chất em lun hâha
Enjoyment,mong mai sau cũng được như ông bà
Enjoyment,con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3
Enjoyment,cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người
Enjoyment,chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️
Enjoyment,hoan hô . công nhân đâu phải trẻ mầm non
Enjoyment,thật ra cách quét hạt xốp rất dễ mà có thể các bạn chưa biết . đó là . tẩm xăng những chỗ có xốp và đốt 😂
Enjoyment,"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?"
Fear,dm . đồ dạo này lắm tạp chất hay s í nó đéo phê nhg mà vẫn bị ngáo
Fear,"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi"
Sadness,mình còn chưa được nắm tay
Sadness,đây là một câu chuyện buồn 🙁
Sadness,tao coi xong tao khóc .
Sadness,bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((
Surprise,per biết không :)))
Surprise,anh tây nói tiếng việt giỏi thiệt .
Anger,phim cắt mất đoạn hay của manga rồi dume
Anger,"mọe , chúng mày có thôi đi không ? :)"
Anger,per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh
Disgust,"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ"
Disgust,"lúc đầu tưởng con ma , nó đi tẩy trang xong hiện nguyên hình đếu phải ma mà là con quỷ cái"
Disgust,vậy nên phải lịch sự và thổ con mẹ nó lộ với cả đống người chúc mừng mày thành trò cười thiên hạ
Disgust,người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé
Disgust,tóm lại là giá trị của anh đéo bằng 1 cái bánh :<
Disgust,k bă ̀ người 1 con cho ́ anh =)))))
Enjoyment,"per đấu nhau to rồi , phen này hay"
Enjoyment,dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha
Enjoyment,tài năng cho làng đua xe đạp tương lai là đây chứ đâu ✌✌
Enjoyment,per cảm ơn tôi đi . thấy tầm quan trọng của máy chém gió chưa
Enjoyment,"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂"
Enjoyment,per có thằng bị tao bắn từ đó không thấy họa mi hót nữa luôn
Enjoyment,cho em canh với . hehe
Enjoyment,bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế
Enjoyment,nóng quá nên đổ lên cho mát thôi mà :))
Sadness,"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐"
Sadness,"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ..."
Sadness,đáng tiếc đời không như là mơ . thực tế sẽ vả vào mặt cho mày tỉnh ra :(
Sadness,"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi"
Sadness,tôi từng trách bố mẹ sao sinh tôi ra trong hoàn cảnh này
Sadness,per mới bắt đầu tuần thánh mà chúa ơii
Sadness,t nhận ra mình đã sai
Sadness,trời ơi tao chóng mặt quá đi :((
Sadness,đôi khi có tiền cũng không đi được đâu vì đéo có ai đi cùng
Anger,"đm cho tù mọt gông đi , cái thứ không não"
Disgust,"cái thứ 2 mình thấy lạ lòn , bạn gái người ta ăn , quên chỉnh tóc . người ta chỉnh lại tóc dùm bạn gái mắc gì 2 đứa nó thái độ 😑😑"
Disgust,- chủ tịch giả nghèo bán vé số và cái kết -> đừng bao giờ xem thường người khác
Disgust,"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa"
Disgust,đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .
Disgust,dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong
Disgust,"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v"
Enjoyment,ơ tao đang mơ 🤩
Enjoyment,con bé xinh thế ??
Enjoyment,- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣
Enjoyment,giống ml em tao hồi n nhỏ vãi . muốn ngủ với mẹ nhưng bị tao nịnh nọt bắt lên ngủ với tao :))
Enjoyment,moá cưng quá ??
Enjoyment,năm ngoái là hôm hai chị em chuẩn bị làm mứt tết ... cũng không nhó có gato với họ không ... năm nay thì khác .... vẫn cô đơn nhưng không hề gato .....
Enjoyment,đơn giản mà mấy ai làm được .... ngưỡng mộ
Enjoyment,bác này nói hay
Enjoyment,cỡ nào anh cũng có thể chịu đựng được vì anh yêu em
Enjoyment,nhìn quả mặt nó làm tao thoả mãn vãi
Enjoyment,"đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))"
Sadness,bà của tôi đã không còn khi tôi còn chưa biết gg là gì
Sadness,ngày đi học . có lúc đang ăn cơm . bố hỏi . per năm nay học lớp mấy rồi con ☺ t không hiểu bố tao hỏi cái gì 😭
Surprise,thiết kế tinh tế quá
Anger,bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :)))
Anger,"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được"
Disgust,vừa đi về ?? mưa sấp mặt
Disgust,tao khuyên bọn mày đừng dắt bọn con gái theo . nó bắt bọn mày cõng nhảy qua đấy :)))
Disgust,"chuyện ăn ốc đổ võ cũng đưa vô văn học =.="""
Disgust,đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo
Disgust,chúng mày nhục thế đéo dám công khai ảnh của chúng mày đi
Enjoyment,"thích chị này nhất phim í , bé bé xinh xinh lại diễn rất đạt :3 . hy vọng mai sau sẽ có bước tiến lớn và thành công hơn nữa < 3"
Enjoyment,cái mặt hoang mang thấy thương 😆❤️
Enjoyment,gặp tao cũng thế :)))
Enjoyment,tính giải trí cao vãi 🤣🤣
Enjoyment,per hả dạ ghê mày !
Enjoyment,phim hay vãi ấy xem lâu lắm rồi
Enjoyment,chẳng hiểu sao tao cười sặc sụa
Fear,nổii da gà hic
Sadness,"thấy bảo sang năm được tủi , nhưng mà năm nay vẫn chưa có người êu"
Sadness,"đau lòng vãi . cứ tưởng là đùa . ai ngờ , bồ nhau thiệt . ơ . tớ có sừng không"
Sadness,24 tuổi thấy đời đắng và khá mặn
Anger,chưa đâu ... nó mang bánh gato vào xong bôi đầy tường mới là cả một rổ của sự hloz
Anger,cho chết
Anger,"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều"
Disgust,cái kết xàm lông thiệt :))
Disgust,tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu 🤣🤣
Disgust,có mà thần kinh hơn ấy 😑😑😑
Enjoyment,lâu rồi chưa nghe ... nghe lại vẫn hay và ngấm như ngày nào :))
Enjoyment,tao thấy con mèo xinh hơn
Enjoyment,cho nó cắn phát xem có thành spider man không 😂
Enjoyment,nín đi . sang ngủ với mẹ đi đêm nay anh chông chị cho =)))
Enjoyment,"nhiều nước quá , lấy bát về múc nước ra thêm tí đường vào là có 1 bát nước gạo ngon lành"
Enjoyment,góp phần xây dựng đất nước chứ gì kkk đóng nhiếu rứa
Enjoyment,sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à
Sadness,chẳng đủ dịu dàng để níu bước chân anh
Sadness,nghe lại bài này thấy chột dạ vãi
Sadness,nhớ tới mối tình đơn phương !
Sadness,anh lấy đi niềm tin trả lại cho em những gì
Sadness,ngày xưa cũng như này trong lúc mối quan hệ bắt đầu nhạt :) haiz
Sadness,lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy
Sadness,đó là khi anh per cưới vợ đó 🤣
Surprise,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...
Anger,"hàng loạt các sai phạm , vi phạm diễn ra nhưng bộ giáo dục chưa đưa ra được biện pháp nào có hiệu quả chấm dứt các sự việc tiếp tục xảy ra"
Anger,lần sau nhìn thấy hắt nước tiểu vào người nó ngay
Disgust,êu tự ý đụng chạm vào người khác đã là vô duyên hãm lồn rồi . nhất là con gái . bọn này ý thức như đách lol
Disgust,"nếu không làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh hưởng đến uy tín , danh dự , nhân phẩm của chị em trong ngành . 😌"
Disgust,kệ cha nó
Disgust,ghét mấy cái thể loại này . toàn lũ hãm
Disgust,hợp lớp cái đéo gì được chục thằng = )
Disgust,ngu chưa . đăng lên để rồi bị chửi
Enjoyment,per ôi cái bếp một thời chinh chiến
Enjoyment,chuẩn kkk 😁
Enjoyment,chúc trump chuyến bay thật may mắn nhớ tới thăm hà nội nhé xin chào
Enjoyment,chàng trai mạnh mẽ !
Enjoyment,bộ phim này hay từng đoạt giải oscar có lẽ là bộ hay nhất của ấn độ
Enjoyment,siêu phẩm để đời .
Enjoyment,con xe thần thánh . chạy hơn 50 năm chưa nát =)))
Enjoyment,"ông sống trên vũ trụ , vợ ông sống ở trái đất , ông cao thêm 5cm là chuyện bthg 😂"
Enjoyment,thanh niên co ́ em hoan hy ̉ qua ́ :)))
Fear,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn
Fear,per nguy hiểm vãi
Sadness,năm nay không được ăn dồi :((
Sadness,tao bị biến dạng luôn một tay
Sadness,"dù chỉ để nhìn 1 cái , để biết người ấy vẫn ổn , người ấy còn tồn tại . ít nhất là nv 😔"
Sadness,đó là 1 câu chuyện buồn 😤
Sadness,phải chi có người để giận mình nhỉ :(((
Sadness,:(( tội bé
Sadness,tội cho chàng trai ấy
Surprise,"loại bi này ngon quá , vừa uống"
Anger,công tình yêu làm ăn kiểu lồn gì vậy .
Disgust,làm chung với con mẹ ngáo là phải chuyển đi liền :) per ngọc kiều dung
Disgust,ảo tưởng là đây 😞
Disgust,hư hỏg cả thế hệ
Disgust,tưởng khoe người yêu
Disgust,tuy dáng đứng có hơi lỏng lẻo nhưng những đường quyền của ông này thật như lol
Enjoyment,"nói chung thánh này không ai ghét được , trừ hlv kkk , dễ thương gắp trăm thằng pogba ,,, mong cho thằng đó nhanh biến khỏi mu"
Enjoyment,bài viết hay quá !
Enjoyment,em nó đây nha các bác . kkkkk :)))))
Enjoyment,cái mặt xinh quá
Enjoyment,được . đỡ tốn 5 nghìn
Enjoyment,rất chuẩn hãy sống làm người cơn luôn luôn co hiểu thảo với cha mẹ của mình nhé moi người ơi
Enjoyment,rõ ràng vẫn là một người mà cắt tóc xong nhìn đáng yêu vãi :v
Enjoyment,đụ mẹ cười ỉa ????????
Enjoyment,cảm giác thanh thản vãi
Enjoyment,yêu thế nhè 😍😍😍 có em gái chắc cũng vui lắm
Enjoyment,một bộ phim rất đáng xem !!
Enjoyment,ôi vãi mình lên fan cứng rồi cơ 🤗
Enjoyment,cách anh ấy chạy thật là đàng ông quá đi mà 😂😂
Sadness,per người đừng hành hạ tuôi như thế nào nữa
Sadness,"điều đó không quan trọng , quan trọng là đéo xác nhận lời mời kết bạn"
Sadness,t quá mệt mỏi với cuộc sống này rồi 😓
Sadness,chỉ khổ các con thôi !! sao người ta lại có thể mất nhân tính như vậy
Sadness,lấy vợ xong béo quá rồi . hình như ai cũng v à 🙃
Sadness,"phim hay , nhưng mà lần đầu xem là cùng nyc nên .. 😐"
Anger,bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi
Anger,ngứa mắt lắm à nhen
Anger,lm ngày có trăm ngàn thôi mà dọn lòi lol vãi vả cức haizx thật
Anger,mày không sai thì chẳng lẽ tao lại sai à ?
Disgust,"đm 3 tiếng đi được 20m , đéo biết bao giờ mới về đến nhà"
Disgust,bọn fa sẽ nói tao lấy ảnh mạng cho mà xem
Disgust,nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta
Disgust,có rất rất nhìu thanh niên ở đây bị đứt dây thần kinh hài hước
Enjoyment,hồi nhỏ đọc tao đã nghi nghi rồi =))))))))
Enjoyment,"chời , dễ thương quá"
Enjoyment,tìm mọi lí do để có thể chạy xe ngang nhà nhìn nhà nó phát xong cười mãn nguyện đi về :))
Enjoyment,giữ mãi lòng nhân ái các em nhé ! tấm lòng các em đẹp biết bao .
Enjoyment,"chúg mày cứ bảo nhắn thêm , tao thấy mày nhắn chữ dạ vâng là đã thấy đáng yêu rồi :)))"
Enjoyment,anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️
Enjoyment,chỉ cần thích cái là muốn rụng tim
Enjoyment,hhaahhaah ! t đã may mắn như thế 😂
Enjoyment,tao cũng ước mình có 1 tình yêu như ông bà ❤
Enjoyment,"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu ."
Fear,úi giời khiếp quá !!!!
Fear,kinh vãi
Sadness,học xong 12 như hết thanh xuân có lẽ phải bỏ lỡ 1 người
Sadness,mới có 3 năm thôi mà ... vậy mà chúng ta còn không tụ họp được lần nào cả
Sadness,tớ chỉ an ủi bạn í thôi mà :(
Sadness,thanh xuân là để bỏ lỡ 😔
Sadness,bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối
Sadness,chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng
Anger,dume dăm ba cái đứa lông còn chưa mọc đủ bày đặt thể hiện con cặc gì không biết . thêm bà cô giáo óc chó + lão chủ sân nữa
Anger,mợ không gọi công an phường đến cẩu đi .
Anger,"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì"
Anger,đậu xanh tao giỡn mặt với mày hả
Disgust,bụng công nhân thành hố chôn lợn dịch
Disgust,nói như việt nam . nhưng hơi láo cá chắc thầy của ônc cũng như ông
Disgust,thứ học sinh mất dạy =))
Disgust,đúng là cái thứ vô học
Disgust,nhìn khó chịu vãi
Disgust,"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn"
Disgust,đéo có lol gì là buồn cười
Enjoyment,má chủ dễ thương vậy tao cũng muốn xin
Enjoyment,nó mới ghé nhà tao đây :))
Enjoyment,t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper
Enjoyment,"đm buồn cười đéo chịu được , đặc vụ nằm vùng đi xe đạp thì đuổi sao kịp mấy th lol đi xe máy 🙄"
Enjoyment,tao thấy dễ thương màaaa
Enjoyment,"hí hí . tiến sĩ cừu , thạc sĩ cừu ... chẹp chẹp 😃"
Enjoyment,per haha cái t2 hợp với em nè ;))
Enjoyment,thương vlll
Enjoyment,đơn giản là thấy họ cười 😂😂
Enjoyment,dạ vâng đây là cái xồ đấy ạ kakaka
Sadness,3 giờ sáng nằm xem xong khóc miên man 😢😢
Sadness,ba ́ o giâ ̣ tao ti ́ tao la ̀ mày hoa ̉ người loa ̣ n ngươ ̀ i dân . haizzz
Sadness,câu chuyện của mày làm tao buồn quá
Sadness,khổ người lao động thôi
Sadness,tao còn độc thân này :((
Anger,chỉ vì lợi nhuận .. mất hết tính người . thương các bé
Disgust,hóng mấy đứa mấy thằng tag người yêu rồi ảo tưởng như thế này xd
Disgust,thề đi ngoài đường giờ nhiều người lớn cứ nghĩ mình mình già rồi thích đi như nào thì đi . xong quay sang chửi bọn thanh niên là đi đứng mất dạy này nọ . chán . mang tiếng người lớn mà cư xử chán đcđ .
Disgust,thân thiện thôi mà cứ ảo tưởng được thích à ? :>>
Disgust,có gì mà vinh quang một bàn tay bị tật
Disgust,cho nên đư ̀ người bao giờ cô ́ tỏ ra la ̀ ca ́ i gì ̀ mi ̀ nh cu ̃ người biê ́ tao nhé
Enjoyment,như con đười ươi :))))))
Enjoyment,đi chơi lụm được tờ 2k rách mua băng keo 5k dán lại tờ 2k 🤔
Enjoyment,ê có khi nào đọc bài này xong buồn cười quá cười toác hàm có khi nào đi bệnh viện không các cụ :v
Enjoyment,rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??
Fear,mỗi lần về quê mà sắp sửa đi qua chuồng ngỗng tao phải cầm cây chổi lông gà mới đi được đấy dume . quơ quơ vòng vòng cho mấy đĩ ngỗng né xa ra rồi chạy thụt lol luôn :=]]]]
Sadness,"tui thi ́ ch va ̉ i lă ́ mày ma ̀ ăn nhỉ ̀ u no ́ người lă ́ mày mọi người anh ̣ , bi ̣ lơ ̉ miê ̣ người"
Sadness,khi em nói 2 chữ muốn dừng là nước mắt không bao giờ ngưng . . . đau
Sadness,per mày này . nhưng mà lúc già sắp chết 😕
Sadness,t cũng buồn lắm chớ bộ 😓😓
Anger,thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?
Anger,"tự nhiên chơi với con trai cái bị kêu không đàng quàng , con gái gì kỳ vậy , lại còn nhiều bồ , đi với ai cũng nghĩ là bồ . mệt thiệt chứ"
Anger,"thằng ác ôn , con nhỏ nhờ tháo mạng nhện thôi mà cũng không giúp , tao là móc gậy ra thọc .. à nhầm tháo mạng nhện ra liền .."
Disgust,"vậy thì tao sẽ ước mơ là các nhà thơ đừng bao giờ xài ẩn dụ , chơi chữ :) đã ngu văn còn bắt phân tích thấy mẹ luôn"
Disgust,móng tay gì mà nhìn vừa bẩn vừa ghê
Disgust,còn thằng súc sinh này
Disgust,"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy"
Disgust,per ghét cái kiểu rõ ràng là chuyện của riêng 2 người vậy mà …
Disgust,"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi"
Enjoyment,hahaa coi cái mặt con nhỏ thấy thương
Enjoyment,thạ timmmmm đùa tao yêu mặt nó lúc ôm đầu vlllll xinh quá con ưiiiiiiii
Enjoyment,"cả phim trừ anh dv chính ra thì thấy anh này là đáng yêu nhất , dù nhìn hơi hâm hâm tý"
Enjoyment,per thần thái còn phải thua haha
Enjoyment,tìm đối tác 😔
Enjoyment,thông minh 😂
Enjoyment,:v buồn cười ghê .
Enjoyment,gặp mấy anh việt nam đi nhanh gấp em thề với chị là nhanh gọn đảm bảo chỉ suong
Fear,per ê tao với mày mà đi cái cầu này chắc rớt ngay bước đầu quá 😢😢 đã mặp rồi chân lùn nữa đi qua bằng niềm tin
Fear,rất nguy hiểm
Sadness,1 năm không biết bao nhiêu lần x - quang :(
Sadness,per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞
